state,district,year,quarter,registered_users
Assam,sonitpur,2023,2,269578
Assam,dibrugarh,2023,2,267326
Assam,kamrup,2023,2,254290
Assam,tinsukia,2023,2,228972
Assam,jorhat,2023,2,196116
Assam,dhubri,2023,2,178594
Assam,kamrup metropolitan,2023,3,1014178
Assam,nagaon,2023,3,360999
Assam,barpeta,2023,3,321557
Assam,cachar,2023,3,308182
Assam,sonitpur,2023,3,281112
Assam,dibrugarh,2023,3,278740
Assam,kamrup,2023,3,265357
Assam,tinsukia,2023,3,239058
Assam,jorhat,2023,3,204393
Assam,dhubri,2023,3,186435
Assam,kamrup metropolitan,2023,4,1050970
Assam,nagaon,2023,4,375835
Assam,barpeta,2023,4,334209
Assam,cachar,2023,4,320070
Assam,sonitpur,2023,4,291996
Assam,dibrugarh,2023,4,289409
Assam,kamrup,2023,4,276067
Assam,tinsukia,2023,4,248429
Assam,jorhat,2023,4,212335
Assam,dhubri,2023,4,193881
Assam,kamrup metropolitan,2024,1,1092571
Assam,nagaon,2024,1,392625
Assam,barpeta,2024,1,348707
Assam,cachar,2024,1,334056
Assam,sonitpur,2024,1,304871
Assam,dibrugarh,2024,1,302007
Assam,kamrup,2024,1,288710
Assam,tinsukia,2024,1,259521
Assam,jorhat,2024,1,221581
Assam,dhubri,2024,1,202576
Assam,kamrup metropolitan,2024,2,1134211
Assam,nagaon,2024,2,408632
Assam,barpeta,2024,2,362595
Assam,cachar,2024,2,347107
Assam,sonitpur,2024,2,316789
Assam,dibrugarh,2024,2,313699
Assam,kamrup,2024,2,300373
Assam,tinsukia,2024,2,269522
Assam,jorhat,2024,2,230436
Assam,dhubri,2024,2,210719
Assam,kamrup metropolitan,2024,3,1334268
Assam,nagaon,2024,3,558602
Assam,barpeta,2024,3,540352
Assam,kamrup,2024,3,503346
Assam,cachar,2024,3,503200
Assam,dhubri,2024,3,457560
Assam,dibrugarh,2024,3,373759
Assam,sonitpur,2024,3,360775
Assam,goalpara,2024,3,350819
Assam,tinsukia,2024,3,350223
Assam,kamrup metropolitan,2024,4,1380871
Assam,nagaon,2024,4,580140
Assam,barpeta,2024,4,558059
Assam,cachar,2024,4,522779
Assam,kamrup,2024,4,522595
Assam,dhubri,2024,4,473943
Assam,dibrugarh,2024,4,387487
Assam,sonitpur,2024,4,374004
Assam,goalpara,2024,4,363792
Assam,tinsukia,2024,4,363224
Bihar,patna,2018,1,425009
Bihar,muzaffarpur,2018,1,125298
Bihar,gaya,2018,1,91015
Bihar,purbi champaran,2018,1,87561
Bihar,samastipur,2018,1,76068
Bihar,bhagalpur,2018,1,76063
Bihar,nalanda,2018,1,75201
Bihar,darbhanga,2018,1,74414
Bihar,vaishali,2018,1,67921
Bihar,pashchim champaran,2018,1,67656
Bihar,patna,2018,2,568657
Bihar,muzaffarpur,2018,2,172315
Bihar,gaya,2018,2,126422
Bihar,purbi champaran,2018,2,125890
Bihar,samastipur,2018,2,107143
Bihar,bhagalpur,2018,2,106461
Bihar,darbhanga,2018,2,105558
Bihar,nalanda,2018,2,104076
Bihar,pashchim champaran,2018,2,97301
Bihar,vaishali,2018,2,96694
Bihar,patna,2018,3,684421
Bihar,muzaffarpur,2018,3,211519
Bihar,purbi champaran,2018,3,162122
Bihar,gaya,2018,3,160375
Bihar,samastipur,2018,3,134680
Bihar,darbhanga,2018,3,132803
Bihar,bhagalpur,2018,3,131270
Bihar,nalanda,2018,3,128472
Bihar,pashchim champaran,2018,3,124955
Bihar,saran,2018,3,123407
Bihar,patna,2018,4,826399
Bihar,muzaffarpur,2018,4,260789
Bihar,purbi champaran,2018,4,206934
Bihar,gaya,2018,4,203926
Bihar,samastipur,2018,4,169774
Bihar,darbhanga,2018,4,167302
Bihar,bhagalpur,2018,4,164162
Bihar,saran,2018,4,161486
Bihar,pashchim champaran,2018,4,161063
Bihar,nalanda,2018,4,160167
Bihar,patna,2019,1,964432
Bihar,muzaffarpur,2019,1,309416
Bihar,purbi champaran,2019,1,252394
Bihar,gaya,2019,1,245773
Bihar,samastipur,2019,1,204544
Bihar,darbhanga,2019,1,202521
Bihar,saran,2019,1,197928
Bihar,pashchim champaran,2019,1,197074
Bihar,bhagalpur,2019,1,195057
Bihar,madhubani,2019,1,195036
Bihar,patna,2019,2,1076012
Bihar,muzaffarpur,2019,2,353459
Bihar,purbi champaran,2019,2,292711
Bihar,gaya,2019,2,281107
Bihar,samastipur,2019,2,234046
Bihar,darbhanga,2019,2,232722
Bihar,saran,2019,2,230068
Bihar,pashchim champaran,2019,2,227901
Bihar,madhubani,2019,2,226202
Bihar,bhagalpur,2019,2,223725
Bihar,patna,2019,3,1180262
Bihar,muzaffarpur,2019,3,396343
Bihar,purbi champaran,2019,3,330361
Bihar,gaya,2019,3,315649
Bihar,samastipur,2019,3,262875
Bihar,darbhanga,2019,3,262421
Bihar,saran,2019,3,260966
Bihar,pashchim champaran,2019,3,256491
Bihar,madhubani,2019,3,255761
Bihar,bhagalpur,2019,3,249214
Bihar,patna,2019,4,1289426
Bihar,muzaffarpur,2019,4,445815
Bihar,purbi champaran,2019,4,378861
Bihar,gaya,2019,4,356225
Bihar,samastipur,2019,4,297942
Bihar,saran,2019,4,297022
Bihar,darbhanga,2019,4,296008
Bihar,pashchim champaran,2019,4,293867
Bihar,madhubani,2019,4,291613
Bihar,bhagalpur,2019,4,279580
Bihar,patna,2020,1,1397342
Bihar,muzaffarpur,2020,1,498548
Bihar,purbi champaran,2020,1,431458
Bihar,gaya,2020,1,398678
Bihar,saran,2020,1,335039
Bihar,samastipur,2020,1,334935
Bihar,pashchim champaran,2020,1,334931
Bihar,darbhanga,2020,1,332707
Bihar,madhubani,2020,1,328630
Bihar,vaishali,2020,1,312949
Bihar,patna,2020,2,1506233
Bihar,muzaffarpur,2020,2,558435
Bihar,purbi champaran,2020,2,505364
Bihar,gaya,2020,2,447895
Bihar,pashchim champaran,2020,2,390547
Bihar,samastipur,2020,2,381913
Bihar,saran,2020,2,381281
Bihar,darbhanga,2020,2,379555
Bihar,madhubani,2020,2,379217
Bihar,bhagalpur,2020,2,352316
Bihar,patna,2020,3,1625305
Bihar,muzaffarpur,2020,3,617383
Bihar,purbi champaran,2020,3,570592
Bihar,gaya,2020,3,493207
Bihar,pashchim champaran,2020,3,435319
Bihar,madhubani,2020,3,425154
Bihar,saran,2020,3,424821
Bihar,samastipur,2020,3,424696
Bihar,darbhanga,2020,3,424611
Bihar,vaishali,2020,3,391002
Bihar,patna,2020,4,1752007
Bihar,muzaffarpur,2020,4,673397
Bihar,purbi champaran,2020,4,627214
Bihar,gaya,2020,4,538319
Bihar,pashchim champaran,2020,4,476717
Bihar,saran,2020,4,467918
Bihar,madhubani,2020,4,467849
Bihar,darbhanga,2020,4,467317
Bihar,samastipur,2020,4,466536
Bihar,bhagalpur,2020,4,428157
Bihar,patna,2021,1,1881439
Bihar,muzaffarpur,2021,1,728384
Bihar,purbi champaran,2021,1,681660
Bihar,gaya,2021,1,581376
Bihar,pashchim champaran,2021,1,517219
Bihar,saran,2021,1,507177
Bihar,darbhanga,2021,1,506381
Bihar,madhubani,2021,1,506293
Bihar,samastipur,2021,1,505806
Bihar,vaishali,2021,1,463655
Bihar,patna,2021,2,2010353
Bihar,muzaffarpur,2021,2,781251
Bihar,purbi champaran,2021,2,733817
Bihar,gaya,2021,2,624010
Bihar,pashchim champaran,2021,2,556408
Bihar,saran,2021,2,544975
Bihar,samastipur,2021,2,543782
Bihar,darbhanga,2021,2,543496
Bihar,madhubani,2021,2,543493
Bihar,vaishali,2021,2,497933
Bihar,patna,2021,3,2156402
Bihar,muzaffarpur,2021,3,842701
Bihar,purbi champaran,2021,3,794120
Bihar,gaya,2021,3,673356
Bihar,pashchim champaran,2021,3,602251
Bihar,saran,2021,3,588276
Bihar,madhubani,2021,3,587337
Bihar,samastipur,2021,3,586990
Bihar,darbhanga,2021,3,586251
Bihar,vaishali,2021,3,536933
Bihar,patna,2021,4,2303852
Bihar,muzaffarpur,2021,4,903775
Bihar,purbi champaran,2021,4,853893
Bihar,gaya,2021,4,721905
Bihar,pashchim champaran,2021,4,647450
Bihar,saran,2021,4,631469
Bihar,samastipur,2021,4,630218
Bihar,madhubani,2021,4,629986
Bihar,darbhanga,2021,4,628529
Bihar,vaishali,2021,4,576156
Bihar,patna,2022,1,2443356
Bihar,muzaffarpur,2022,1,962924
Bihar,purbi champaran,2022,1,912427
Bihar,gaya,2022,1,769265
Bihar,pashchim champaran,2022,1,692182
Bihar,saran,2022,1,673849
Bihar,samastipur,2022,1,672508
Bihar,madhubani,2022,1,672303
Bihar,darbhanga,2022,1,669850
Bihar,vaishali,2022,1,614159
Bihar,patna,2022,2,2577123
Bihar,muzaffarpur,2022,2,1018560
Bihar,purbi champaran,2022,2,967838
Bihar,gaya,2022,2,814180
Bihar,pashchim champaran,2022,2,734476
Bihar,saran,2022,2,714109
Bihar,samastipur,2022,2,712626
Bihar,madhubani,2022,2,711897
Bihar,darbhanga,2022,2,708828
Bihar,vaishali,2022,2,650319
Bihar,patna,2022,3,2716533
Bihar,muzaffarpur,2022,3,1077200
Bihar,purbi champaran,2022,3,1025772
Bihar,gaya,2022,3,859903
Bihar,pashchim champaran,2022,3,777977
Bihar,saran,2022,3,756293
Bihar,samastipur,2022,3,754322
Bihar,madhubani,2022,3,753153
Bihar,darbhanga,2022,3,749430
Bihar,vaishali,2022,3,688248
Bihar,patna,2022,4,2854738
Bihar,muzaffarpur,2022,4,1132096
Bihar,purbi champaran,2022,4,1079466
Bihar,gaya,2022,4,902593
Bihar,pashchim champaran,2022,4,817644
Bihar,saran,2022,4,795553
Bihar,samastipur,2022,4,793296
Bihar,madhubani,2022,4,790218
Bihar,darbhanga,2022,4,787306
Bihar,vaishali,2022,4,723338
Bihar,patna,2023,1,2988174
Bihar,muzaffarpur,2023,1,1186500
Bihar,purbi champaran,2023,1,1133269
Bihar,gaya,2023,1,946050
Bihar,pashchim champaran,2023,1,858644
Bihar,saran,2023,1,834739
Bihar,samastipur,2023,1,832148
Bihar,madhubani,2023,1,828561
Bihar,darbhanga,2023,1,824935
Bihar,vaishali,2023,1,758603
Bihar,patna,2023,2,3102247
Bihar,muzaffarpur,2023,2,1236642
Bihar,purbi champaran,2023,2,1183746
Bihar,gaya,2023,2,987115
Bihar,pashchim champaran,2023,2,896967
Bihar,saran,2023,2,871017
Bihar,samastipur,2023,2,868715
Bihar,madhubani,2023,2,865373
Bihar,darbhanga,2023,2,860625
Bihar,vaishali,2023,2,791100
Bihar,patna,2023,3,3224750
Bihar,muzaffarpur,2023,3,1287940
Bihar,purbi champaran,2023,3,1234014
Bihar,gaya,2023,3,1028527
Bihar,pashchim champaran,2023,3,934834
Bihar,saran,2023,3,908065
Bihar,samastipur,2023,3,905652
Bihar,madhubani,2023,3,901607
Bihar,darbhanga,2023,3,896190
Bihar,vaishali,2023,3,824848
Bihar,patna,2023,4,3335655
Bihar,muzaffarpur,2023,4,1336058
Bihar,purbi champaran,2023,4,1280593
Bihar,gaya,2023,4,1066119
Bihar,pashchim champaran,2023,4,969579
Bihar,saran,2023,4,942850
Bihar,samastipur,2023,4,939833
Bihar,madhubani,2023,4,935884
Bihar,darbhanga,2023,4,929423
Bihar,vaishali,2023,4,855913
Bihar,patna,2024,1,3464540
Bihar,muzaffarpur,2024,1,1391427
Bihar,purbi champaran,2024,1,1335289
Bihar,gaya,2024,1,1110224
Bihar,pashchim champaran,2024,1,1011106
Bihar,saran,2024,1,983188
Bihar,samastipur,2024,1,980091
Bihar,madhubani,2024,1,975263
Bihar,darbhanga,2024,1,967610
Bihar,vaishali,2024,1,891651
Bihar,patna,2024,2,3591041
Bihar,muzaffarpur,2024,2,1444988
Bihar,purbi champaran,2024,2,1386400
Bihar,gaya,2024,2,1152573
Bihar,pashchim champaran,2024,2,1049701
Bihar,saran,2024,2,1021494
Bihar,samastipur,2024,2,1018329
Bihar,madhubani,2024,2,1012965
Bihar,darbhanga,2024,2,1005036
Bihar,vaishali,2024,2,926039
Bihar,patna,2024,3,3685436
Bihar,muzaffarpur,2024,3,1639344
Bihar,purbi champaran,2024,3,1628560
Bihar,gaya,2024,3,1346892
Bihar,pashchim champaran,2024,3,1207481
Bihar,samastipur,2024,3,1189767
Bihar,darbhanga,2024,3,1116870
